年度,地區別,蔬菜類別,種植面積,收穫面積,每公頃平均產量,產量
2021,新竹縣,甕菜,5.93,5.93,12671.838,75.144
2021,苗栗縣,甕菜,5.95,5.95,14542.353,86.527
2021,彰化縣,甕菜,13.26,13.26,18664.857,247.496
2021,南投縣,甕菜,29.88,29.88,16437.149,491.142
2021,雲林縣,甕菜,1101.52,1101.52,18143.594,19985.532
2021,嘉義縣,甕菜,88.78,88.78,11106.499,986.035
2021,屏東縣,甕菜,7.3,7.3,14493.151,105.8
2021,台東縣,甕菜,0.74,0.74,15191.892,11.242
2021,花蓮縣,甕菜,4.31,4.31,10187.471,43.908
2021,澎湖縣,甕菜,6.04,6.04,7254.139,43.815
2021,基隆市,甕菜,0.46,0.46,10584.783,4.869
2021,新竹市,甕菜,0.7,0.7,11522.857,8.066
2021,嘉義市,甕菜,-,-,-,-
2021,金門縣,甕菜,0.15,0.15,10000,1.5
2021,連江縣,甕菜,-,-,-,-
2021,新北市,芹菜,19.56,19.56,14597.597,285.529
2021,台北市,芹菜,9.47,9.47,11900.739,112.7
2021,桃園市,芹菜,4.32,4.32,19755.787,85.345
2021,台中市,芹菜,0.49,0.49,13744.898,6.735
2021,台南市,芹菜,7.47,7.47,27426.372,204.875
2021,高雄市,芹菜,36.93,36.93,14816.22,547.163
2021,宜蘭縣,芹菜,0.54,0.54,20131.481,10.871
2021,新竹縣,芹菜,5.59,5.59,12100.179,67.64
2021,苗栗縣,芹菜,7.23,7.23,12498.893,90.367
2021,彰化縣,芹菜,160.45,160.45,22765.859,3652.782
2021,南投縣,芹菜,12.4,12.4,9514.919,117.985
2021,雲林縣,芹菜,550.22,550.22,22000.214,12104.958
2021,嘉義縣,芹菜,0.42,0.42,11000,4.62
2021,屏東縣,芹菜,13.32,13.32,14448.574,192.455
2021,台東縣,芹菜,0.04,0.04,14000,0.56
2021,花蓮縣,芹菜,0.36,0.36,9066.667,3.264
2021,澎湖縣,芹菜,0.85,0.85,8075.294,6.864
2021,基隆市,芹菜,0.16,0.16,9581.25,1.533
2021,新竹市,芹菜,0.6,0.6,11005,6.603
2021,嘉義市,芹菜,-,-,-,-
2021,金門縣,芹菜,0.76,0.76,9868.421,7.5
2021,連江縣,芹菜,-,-,-,-
2021,新北市,其他葉菜類,795.46,795.46,15173.212,12069.683
2021,台北市,其他葉菜類,159.02,159.02,12061.124,1917.96
2021,桃園市,其他葉菜類,3190.19,3189.79,17637.859,56261.066
2021,台中市,其他葉菜類,276.03,276.03,13468.844,3717.805
2021,台南市,其他葉菜類,207.48,207.48,13558.333,2813.083
2021,高雄市,其他葉菜類,638.1,637.1,12426.685,7917.041
2021,宜蘭縣,其他葉菜類,563.03,560.37,16147.188,9048.4
2021,新竹縣,其他葉菜類,272.55,272.55,13291.77,3622.672
2021,苗栗縣,其他葉菜類,272.73,272.73,12378.657,3376.031
2021,彰化縣,其他葉菜類,591.37,591.37,12212.177,7221.915
2021,南投縣,其他葉菜類,308.73,308.73,13373.184,4128.703
2021,雲林縣,其他葉菜類,10054.05,10054.05,18524.662,186247.876
2021,嘉義縣,其他葉菜類,283.27,283.27,11939.651,3382.145
2021,屏東縣,其他葉菜類,668.67,668.37,10867.166,7263.288
2021,台東縣,其他葉菜類,39.68,39.68,5284.299,209.681
2021,花蓮縣,其他葉菜類,801.14,794.7,9442.663,7504.084
2021,澎湖縣,其他葉菜類,11.22,11.22,9583.333,107.525
2021,基隆市,其他葉菜類,5.67,5.67,10048.325,56.974
2021,新竹市,其他葉菜類,11.22,11.22,11923.084,133.777
2021,嘉義市,其他葉菜類,1.87,1.87,24000,44.88
2021,金門縣,其他葉菜類,2.42,2.42,10490.083,25.386
2021,連江縣,其他葉菜類,-,-,-,-
2021,新北市,花椰菜,30.36,30.36,15548.386,472.049
2021,台北市,花椰菜,6.81,6.81,11531.571,78.53
2021,桃園市,花椰菜,9.83,9.83,17004.781,167.157
2021,台中市,花椰菜,12.01,12.01,17283.347,207.573
2021,台南市,花椰菜,25.01,25.01,21018.033,525.661
2021,高雄市,花椰菜,451.65,451.65,23287.402,10517.755
2021,宜蘭縣,花椰菜,6.88,6.88,17613.081,121.178
2021,新竹縣,花椰菜,14.82,14.82,14254.386,211.25
2021,苗栗縣,花椰菜,13.32,13.32,18079.054,240.813
2021,彰化縣,花椰菜,990.22,990.22,26967.71,26703.966
2021,南投縣,花椰菜,2,2,15848,31.696
2021,雲林縣,花椰菜,870.58,870.58,22156.612,19289.103
2021,嘉義縣,花椰菜,685.19,685.19,15117.611,10358.436
2021,屏東縣,花椰菜,1.96,1.96,18851.531,36.949
2021,台東縣,花椰菜,6.9,6.9,21399.42,147.656
2021,花蓮縣,花椰菜,4.48,4.48,11327.455,50.747
2021,澎湖縣,花椰菜,15.49,15.49,10130.019,156.914
2021,基隆市,花椰菜,0.11,0.11,11327.273,1.246
2021,新竹市,花椰菜,2.81,2.81,12085.765,33.961
2021,嘉義市,花椰菜,1.26,1.26,22268.254,28.058
2021,金門縣,花椰菜,1.16,1.16,10000,11.6
2021,連江縣,花椰菜,-,-,-,-
2021,新北市,金針菜,8.58,8.58,676.224,5.802
2021,台北市,金針菜,0.85,0.85,792.941,0.674
2021,桃園市,金針菜,2.12,2.12,450.943,0.956
2021,台中市,金針菜,0.1,0.1,790,0.079
2021,台南市,金針菜,-,-,-,-
2021,高雄市,金針菜,3.03,3.03,612.871,1.857
2021,宜蘭縣,金針菜,0.5,0.5,656,0.328
2021,新竹縣,金針菜,0.82,0.82,687.805,0.564
2021,苗栗縣,金針菜,3.18,3.18,1059.748,3.37
2021,彰化縣,金針菜,0.7,0.7,700,0.49
2021,南投縣,金針菜,22.46,22.46,896.928,20.145
2021,雲林縣,金針菜,2.82,2.82,780.496,2.201
2021,嘉義縣,金針菜,6.56,6.56,627.134,4.114
2021,屏東縣,金針菜,-,-,-,-
2021,台東縣,金針菜,66.87,66.87,722.805,48.334
2021,花蓮縣,金針菜,376.32,303.46,915.425,277.795
2021,澎湖縣,金針菜,-,-,-,-
2021,基隆市,金針菜,0.24,0.24,825,0.198
2021,新竹市,金針菜,0.01,0.01,600,0.006
2021,嘉義市,金針菜,0.65,0.65,681.538,0.443
2021,金門縣,金針菜,-,-,-,-
2021,連江縣,金針菜,-,-,-,-
2021,新北市,越瓜,-,-,-,-
2021,台北市,越瓜,-,-,-,-
2021,桃園市,越瓜,2.06,2.06,13389.32,27.582
2021,台中市,越瓜,2.78,2.78,13032.014,36.229
2021,台南市,越瓜,2.07,2.07,16323.671,33.79
2021,高雄市,越瓜,3.28,3.28,20466.768,67.131
2021,宜蘭縣,越瓜,1.12,1.12,18763.393,21.015
2021,新竹縣,越瓜,0.18,0.18,14166.667,2.55
2021,苗栗縣,越瓜,1.97,1.97,18892.386,37.218
2021,彰化縣,越瓜,18.17,18.17,20850.303,378.85
2021,南投縣,越瓜,-,-,-,-
2021,雲林縣,越瓜,25.86,25.86,18447.873,477.062
2021,嘉義縣,越瓜,51.26,51.26,15325.595,785.59
2021,屏東縣,越瓜,7.5,7.5,16165.067,121.238
2021,台東縣,越瓜,-,-,-,-
2021,花蓮縣,越瓜,0.5,0.5,10500,5.25
2021,澎湖縣,越瓜,5.95,5.95,4739.16,28.198
2021,基隆市,越瓜,-,-,-,-
2021,新竹市,越瓜,1.5,1.5,15000,22.5
2021,嘉義市,越瓜,2.2,2.2,16000,35.2
2021,金門縣,越瓜,0.01,0.01,13000,0.13
2021,連江縣,越瓜,-,-,-,-
2021,新北市,胡瓜,28.97,28.97,13755.333,398.492
2021,台北市,胡瓜,0.35,0.35,11428.571,4
2021,桃園市,胡瓜,8.14,8.14,15897.052,129.402
2021,台中市,胡瓜,25.21,25.21,18169.06,458.042
2021,台南市,胡瓜,60.23,60.23,24384.443,1468.675
2021,高雄市,胡瓜,279.39,279.39,25587.487,7148.888
2021,宜蘭縣,胡瓜,10.09,10.09,17091.675,172.455
2021,新竹縣,胡瓜,8.53,8.53,10735.053,91.57
2021,苗栗縣,胡瓜,43.26,43.26,14718.262,636.712
2021,彰化縣,胡瓜,263.37,263.37,24757.444,6520.368
2021,南投縣,胡瓜,175.65,175.65,23272.451,4087.806
2021,雲林縣,胡瓜,246.75,246.75,25202.934,6218.824
2021,嘉義縣,胡瓜,132.58,132.58,24048.378,3188.334
2021,屏東縣,胡瓜,629.73,629.73,26922.884,16954.148
2021,台東縣,胡瓜,2.43,2.43,11969.136,29.085
2021,花蓮縣,胡瓜,27.29,27.29,14059.729,383.69
2021,澎湖縣,胡瓜,3.51,3.51,7458.12,26.178
2021,基隆市,胡瓜,0.78,0.78,11000,8.58
2021,新竹市,胡瓜,0.9,0.9,10000,9
2021,嘉義市,胡瓜,1.23,1.23,26390.244,32.46
2021,金門縣,胡瓜,0.45,0.45,17613.333,7.926
2021,連江縣,胡瓜,-,-,-,-
2021,新北市,冬瓜,65.94,63.97,16142.192,1032.616
2021,台北市,冬瓜,4.45,4.45,12886.517,57.345
2021,桃園市,冬瓜,27.4,27.4,12846.569,351.996
2021,台中市,冬瓜,108.52,108.52,19721.093,2140.133
2021,台南市,冬瓜,12.1,12.1,16558.843,200.362
2021,高雄市,冬瓜,55.86,55.86,29800.322,1664.646
2021,宜蘭縣,冬瓜,28.87,17.17,20726.849,355.88
2021,新竹縣,冬瓜,9.9,9.9,13704.04,135.67
2021,苗栗縣,冬瓜,54.21,54.21,24652.26,1336.399
2021,彰化縣,冬瓜,134.4,134.4,28924.144,3887.405
2021,南投縣,冬瓜,19.5,19.5,27230.769,531
2021,雲林縣,冬瓜,24.98,24.98,19207.726,479.809
2021,嘉義縣,冬瓜,22.68,22.68,21293.298,482.932
2021,屏東縣,冬瓜,154.96,154.96,19802.355,3068.573
2021,台東縣,冬瓜,40.52,40.52,19180.109,777.178
2021,花蓮縣,冬瓜,154.21,154.21,21652.143,3338.977
2021,澎湖縣,冬瓜,0.77,0.77,10131.169,7.801
2021,基隆市,冬瓜,0.09,0.09,10500,0.945
2021,新竹市,冬瓜,1.75,1.75,13321.714,23.313
2021,嘉義市,冬瓜,1.1,1.1,22000,24.2
2021,金門縣,冬瓜,0.43,0.43,21127.907,9.085
2021,連江縣,冬瓜,-,-,-,-
2021,新北市,苦瓜,14.9,14.9,12308.591,183.398
2021,台北市,苦瓜,0.35,0.35,8471.429,2.965
2021,桃園市,苦瓜,3.65,3.65,11941.37,43.586
2021,台中市,苦瓜,167.2,167.2,17877.542,2989.125
2021,台南市,苦瓜,41.34,41.34,19188.171,793.239
2021,高雄市,苦瓜,178.81,177.41,24175.667,4289.005
2021,宜蘭縣,苦瓜,3.29,3.29,18834.043,61.964
2021,新竹縣,苦瓜,7.55,7.55,12144.768,91.693
2021,苗栗縣,苦瓜,52.92,52.92,13558.466,717.514
2021,彰化縣,苦瓜,210.6,210.6,22728.485,4786.619
2021,南投縣,苦瓜,135.75,135.75,14375.19,1951.432
2021,雲林縣,苦瓜,31.44,31.44,16778.912,527.529
2021,嘉義縣,苦瓜,135.31,135.31,22751.164,3078.46
2021,屏東縣,苦瓜,644.1,643.8,18877.76,12153.502
2021,台東縣,苦瓜,4.05,4.05,23783.21,96.322
2021,花蓮縣,苦瓜,29.81,29.81,11690.808,348.503
2021,澎湖縣,苦瓜,1.41,1.41,6100,8.601
2021,基隆市,苦瓜,0.65,0.65,9513.846,6.184
2021,新竹市,苦瓜,0.2,0.2,4800,0.96
2021,嘉義市,苦瓜,1.4,1.4,17500,24.5
2021,金門縣,苦瓜,0.39,0.39,21500,8.385
2021,連江縣,苦瓜,-,-,-,-
2021,新北市,茄子,28.08,28.08,12243.803,343.806
2021,台北市,茄子,4.14,4.14,8673.913,35.91
2021,桃園市,茄子,3.93,3.93,11619.593,45.665
2021,台中市,茄子,11.08,11.08,12571.119,139.288
2021,台南市,茄子,7.4,7.4,20575.676,152.26
2021,高雄市,茄子,86.94,86.44,25526.839,2206.54
2021,宜蘭縣,茄子,2.57,2.57,21542.802,55.365
2021,新竹縣,茄子,5.84,5.84,11266.952,65.799
2021,苗栗縣,茄子,8.58,8.58,8715.385,74.778
2021,彰化縣,茄子,193.63,193.63,24849.016,4811.515
2021,南投縣,茄子,214,214,26270.537,5621.895
2021,雲林縣,茄子,93.08,93.08,22163.666,2062.994
2021,嘉義縣,茄子,22,22,20928.773,460.433
2021,屏東縣,茄子,633.27,632.67,27749.403,17556.215
2021,台東縣,茄子,2.9,2.9,18255.172,52.94
2021,花蓮縣,茄子,18.31,18.31,15410.541,282.167
2021,澎湖縣,茄子,-,-,-,-
2021,基隆市,茄子,0.3,0.3,9990,2.997
2021,新竹市,茄子,0.5,0.5,9000,4.5
2021,嘉義市,茄子,0.41,0.41,20758.537,8.511
2021,金門縣,茄子,0.29,0.29,16441.379,4.768
2021,連江縣,茄子,-,-,-,-
2021,新北市,菜豆,28.87,28.87,9626.637,277.921
2021,台北市,菜豆,2.75,2.75,8770.909,24.12
2021,桃園市,菜豆,3.47,3.47,11059.078,38.375
2021,台中市,菜豆,3.99,3.99,10952.882,43.702
2021,台南市,菜豆,7.05,7.05,13430.355,94.684
2021,高雄市,菜豆,187.98,187.98,12938.387,2432.158
2021,宜蘭縣,菜豆,1.85,1.85,20384.865,37.712
2021,新竹縣,菜豆,1.22,1.22,11409.836,13.92
2021,苗栗縣,菜豆,6.4,6.4,9718.438,62.198
2021,彰化縣,菜豆,105.87,105.87,13683.801,1448.704
2021,南投縣,菜豆,36.59,36.59,11033.479,403.715
2021,雲林縣,菜豆,112.04,112.04,11504.588,1288.974
2021,嘉義縣,菜豆,50.41,50.41,10028.943,505.559
2021,屏東縣,菜豆,305.17,304.74,10028.723,3056.153
2021,台東縣,菜豆,1.25,1.25,7184,8.98
2021,花蓮縣,菜豆,5.56,5.56,9899.281,55.04
2021,澎湖縣,菜豆,13.96,13.96,6970.201,97.304
2021,基隆市,菜豆,0.65,0.65,9452.308,6.144
2021,新竹市,菜豆,0.71,0.71,8521.127,6.05
2021,嘉義市,菜豆,0.72,0.72,14291.667,10.29
2021,金門縣,菜豆,0.24,0.24,9000,2.16
2021,連江縣,菜豆,-,-,-,-
2021,新北市,豌豆,2.3,2.3,9183.043,21.121
2021,台北市,豌豆,0.85,0.85,6847.059,5.82
2021,桃園市,豌豆,1.24,1.24,7524.194,9.33
2021,台中市,豌豆,6.61,6.61,10945.083,72.347
2021,台南市,豌豆,0.74,0.74,6216.216,4.6
2021,高雄市,豌豆,2.14,2.14,7017.757,15.018
2021,宜蘭縣,豌豆,0.31,0.31,8119.355,2.517
2021,新竹縣,豌豆,7.72,7.72,5281.736,40.775
2021,苗栗縣,豌豆,0.84,0.84,8046.429,6.759
2021,彰化縣,豌豆,322.39,322.39,9636.164,3106.603
2021,南投縣,豌豆,19.01,19.01,9173.856,174.395
2021,雲林縣,豌豆,12.9,12.9,8024.651,103.518
2021,嘉義縣,豌豆,4.82,4.82,10596.68,51.076
2021,屏東縣,豌豆,0.2,0.2,7605,1.521
2021,台東縣,豌豆,1.53,1.53,2901.961,4.44
2021,花蓮縣,豌豆,0.8,0.8,7500,6
2021,澎湖縣,豌豆,-,-,-,-
2021,基隆市,豌豆,-,-,-,-
2021,新竹市,豌豆,-,-,-,-
2021,嘉義市,豌豆,-,-,-,-
2021,金門縣,豌豆,0.19,0.19,6584.211,1.251
2021,連江縣,豌豆,-,-,-,-
2021,新北市,毛豆,1.02,1.02,7000,7.14
2021,台北市,毛豆,-,-,-,-
2021,桃園市,毛豆,0.05,0.05,9000,0.45
2021,台中市,毛豆,1.21,1.21,7861.157,9.512
2021,台南市,毛豆,87.76,87.76,5986.326,525.36
2021,高雄市,毛豆,1530.88,1530.88,12511.644,19153.825
2021,宜蘭縣,毛豆,0.15,0.15,10400,1.56
2021,新竹縣,毛豆,-,-,-,-
2021,苗栗縣,毛豆,1.41,1.41,5704.255,8.043
2021,彰化縣,毛豆,49.22,49.22,9226.229,454.115
2021,南投縣,毛豆,-,-,-,-
2021,雲林縣,毛豆,560,560,9134.568,5115.358
2021,嘉義縣,毛豆,923.72,923.72,8808.351,8136.45
2021,屏東縣,毛豆,4631.09,4631.09,8422.088,39003.448
2021,台東縣,毛豆,1.7,1.7,5529.412,9.4
2021,花蓮縣,毛豆,-,-,-,-
2021,澎湖縣,毛豆,-,-,-,-
2021,基隆市,毛豆,-,-,-,-
2021,新竹市,毛豆,-,-,-,-
2021,嘉義市,毛豆,-,-,-,-
2021,金門縣,毛豆,-,-,-,-
2021,連江縣,毛豆,-,-,-,-
2021,新北市,番茄,1.98,1.98,12026.263,23.812
2021,台北市,番茄,19.15,19.15,13231.175,253.377
2021,桃園市,番茄,15.09,15.09,14485.023,218.579
2021,台中市,番茄,112.2,112.2,23538.467,2641.016
2021,台南市,番茄,495.21,495.21,27443.949,13590.518
2021,高雄市,番茄,626.46,626.46,25414.411,15921.112
2021,宜蘭縣,番茄,68.63,68.63,24914.804,1709.903
2021,新竹縣,番茄,59.73,59.73,21236.364,1268.448
2021,苗栗縣,番茄,166.39,166.39,18993.732,3160.367
2021,彰化縣,番茄,280.16,280.16,25945.367,7268.854
2021,南投縣,番茄,614.34,614.34,23198.138,14251.544
2021,雲林縣,番茄,504.29,504.29,26020.577,13121.917
2021,嘉義縣,番茄,956.18,956.18,22014.154,21049.494
2021,屏東縣,番茄,61.48,61.28,25909.122,1587.711
2021,台東縣,番茄,49.14,49.14,24370.167,1197.55
2021,花蓮縣,番茄,55.7,55.7,14612.747,813.93
2021,澎湖縣,番茄,8.1,8.1,10384.691,84.116
2021,基隆市,番茄,0.02,0.02,9600,0.192
2021,新竹市,番茄,0.89,0.89,16977.528,15.11
2021,嘉義市,番茄,5.86,5.86,21474.915,125.843
2021,金門縣,番茄,1.82,1.82,20167.033,36.704
2021,連江縣,番茄,-,-,-,-
2021,新北市,番椒,2.77,2.77,8688.448,24.067
2021,台北市,番椒,9.02,9.02,9551.996,86.159
2021,桃園市,番椒,5.11,5.11,7968.297,40.718
2021,台中市,番椒,105.57,105.57,9572.966,1010.618
2021,台南市,番椒,131.87,131.87,8551.74,1127.718
2021,高雄市,番椒,199.93,199.93,8502.536,1699.912
2021,宜蘭縣,番椒,3.87,3.87,12963.307,50.168
2021,新竹縣,番椒,11.29,11.29,11666.519,131.715
2021,苗栗縣,番椒,17.93,17.93,8741.049,156.727
2021,彰化縣,番椒,97.7,97.7,9437.236,922.018
2021,南投縣,番椒,602.92,602.92,14497.418,8740.783
2021,雲林縣,番椒,402.72,402.72,12356.657,4976.273
2021,嘉義縣,番椒,583.06,583.06,8908.205,5194.018
2021,屏東縣,番椒,317.67,317.32,9820.163,3116.134
2021,台東縣,番椒,44.72,44.72,5468.046,244.531
2021,花蓮縣,番椒,55.96,55.46,8489.452,470.825
2021,澎湖縣,番椒,2.46,2.46,5618.699,13.822
2021,基隆市,番椒,0.09,0.09,7177.778,0.646
2021,新竹市,番椒,-,-,-,-
2021,嘉義市,番椒,2.48,2.48,7395.968,18.342
2021,金門縣,番椒,0.41,0.41,7148.78,2.931
2021,連江縣,番椒,-,-,-,-
2021,新北市,洋香瓜,0.01,0.01,11400,0.114
2021,台北市,洋香瓜,0.07,0.07,6200,0.434
2021,桃園市,洋香瓜,28.78,28.78,16364.385,470.967
2021,台中市,洋香瓜,2.07,2.07,15037.198,31.127
2021,台南市,洋香瓜,1062.94,1062.94,12379.186,13158.332
2021,高雄市,洋香瓜,119.81,119.81,11975.394,1434.772
2021,宜蘭縣,洋香瓜,35.52,35.52,17462.641,620.273
2021,新竹縣,洋香瓜,10.53,10.53,12354.226,130.09
2021,苗栗縣,洋香瓜,0.69,0.69,6579.71,4.54
2021,彰化縣,洋香瓜,83.96,83.96,17293.414,1451.955
2021,南投縣,洋香瓜,1.45,1.45,13672.414,19.825
2021,雲林縣,洋香瓜,163.38,163.38,17885.806,2922.183
2021,嘉義縣,洋香瓜,257.55,257.55,12885.552,3318.674
2021,屏東縣,洋香瓜,128,128,12947.703,1657.306
2021,台東縣,洋香瓜,8,8,6500,52
2021,花蓮縣,洋香瓜,1.68,1.38,9650.725,13.318
2021,澎湖縣,洋香瓜,35.12,35.12,7732.489,271.565
2021,基隆市,洋香瓜,-,-,-,-
2021,新竹市,洋香瓜,-,-,-,-
2021,嘉義市,洋香瓜,-,-,-,-
2021,金門縣,洋香瓜,-,-,-,-
2021,連江縣,洋香瓜,-,-,-,-
2021,新北市,西瓜,58.44,58.44,17289.237,1010.383
2021,台北市,西瓜,-,-,-,-
2021,桃園市,西瓜,201.38,201.38,25586.741,5152.658
2021,台中市,西瓜,302.45,302.45,21503.974,6503.877
2021,台南市,西瓜,1299.3,1299.3,11690.423,15189.367
2021,高雄市,西瓜,395.25,395.25,13860.129,5478.216
2021,宜蘭縣,西瓜,728.59,728.59,29938.66,21813.008
2021,新竹縣,西瓜,34.1,34.1,23904.985,815.16
2021,苗栗縣,西瓜,246.1,246.1,14874.072,3660.509
2021,彰化縣,西瓜,304.82,304.82,22105.866,6738.31
2021,南投縣,西瓜,17.1,17.1,15090.643,258.05
2021,雲林縣,西瓜,1245.03,1245.03,19660.663,24478.115
2021,嘉義縣,西瓜,390.29,390.29,15009.859,5858.198
2021,屏東縣,西瓜,764.71,764.71,17677.9,13518.467
2021,台東縣,西瓜,44.86,44.86,13041.908,585.06
2021,花蓮縣,西瓜,1566.81,1566.81,25397.831,39793.575
2021,澎湖縣,西瓜,40.95,40.95,6973.016,285.545
2021,基隆市,西瓜,-,-,-,-
2021,新竹市,西瓜,2.4,2.4,14250,34.2
2021,嘉義市,西瓜,0.6,0.6,16000,9.6
2021,金門縣,西瓜,0.53,0.53,14956.604,7.927
2021,連江縣,西瓜,-,-,-,-
2021,新北市,香瓜,4.37,4.37,8760.641,38.284
2021,台北市,香瓜,0.19,0.19,8289.474,1.575
2021,桃園市,香瓜,20.27,20.27,15350.518,311.155
2021,台中市,香瓜,45.92,45.92,12516.616,574.763
2021,台南市,香瓜,106.09,106.09,7945.226,842.909
2021,高雄市,香瓜,844.88,844.88,11815.535,9982.709
2021,宜蘭縣,香瓜,45.61,45.61,16290.879,743.027
2021,新竹縣,香瓜,6.81,6.81,13142.438,89.5
2021,苗栗縣,香瓜,29.42,29.42,6679.266,196.504
2021,彰化縣,香瓜,221.67,221.67,13255.289,2938.3
2021,南投縣,香瓜,2.53,2.53,10771.542,27.252
2021,雲林縣,香瓜,394.71,394.71,15856.642,6258.775
2021,嘉義縣,香瓜,289.83,289.83,11082.897,3212.156
2021,屏東縣,香瓜,446.4,446.4,12038.84,5374.138
2021,台東縣,香瓜,-,-,-,-
2021,花蓮縣,香瓜,0.15,0.15,13400,2.01
2021,澎湖縣,香瓜,-,-,-,-
2021,基隆市,香瓜,-,-,-,-
2021,新竹市,香瓜,0.3,0.3,14000,4.2
2021,嘉義市,香瓜,2.32,2.32,11331.466,26.289
2021,金門縣,香瓜,-,-,-,-
2021,連江縣,香瓜,-,-,-,-
2021,新北市,草莓,1.15,1.15,12414.783,14.277
2021,台北市,草莓,4.1,4.1,9200,37.72
2021,桃園市,草莓,6.05,6.05,11701.322,70.793
2021,台中市,草莓,7.04,7.04,10573.011,74.434
2021,台南市,草莓,4.08,4.08,13176.471,53.76
2021,高雄市,草莓,3.02,3.02,9964.238,30.092
2021,宜蘭縣,草莓,0.48,0.48,12687.5,6.09
2021,新竹縣,草莓,13.62,13.62,9526.065,129.745
2021,苗栗縣,草莓,450.79,450.79,18933.916,8535.22
2021,彰化縣,草莓,1.39,1.39,9568.345,13.3
2021,南投縣,草莓,10.1,10.1,10970.297,110.8
2021,雲林縣,草莓,2.47,2.47,5858.3,14.47
2021,嘉義縣,草莓,2.41,2.41,12120.332,29.21
2021,屏東縣,草莓,0.46,0.46,9254.348,4.257
2021,台東縣,草莓,0.38,0.38,11000,4.18
2021,花蓮縣,草莓,1.61,1.61,8000,12.88
2021,澎湖縣,草莓,0.02,0.02,4000,0.08
2021,基隆市,草莓,-,-,-,-
2021,新竹市,草莓,0.03,0.03,8000,0.24
2021,嘉義市,草莓,-,-,-,-
2021,金門縣,草莓,-,-,-,-
2021,連江縣,草莓,-,-,-,-
2021,新北市,其他果菜類,321.89,310.91,13446.303,4180.59
2021,台北市,其他果菜類,57.13,57.13,10364.94,592.149
2021,桃園市,其他果菜類,113.71,113.71,13965.588,1588.027
2021,台中市,其他果菜類,238.42,238.42,12541.507,2990.146
2021,台南市,其他果菜類,1718.17,1716.87,15454.559,26533.469
2021,高雄市,其他果菜類,1319.19,1316.39,14307.599,18834.38
2021,宜蘭縣,其他果菜類,142.41,142.41,19289.551,2747.025
2021,新竹縣,其他果菜類,100.4,100.4,11227.45,1127.236
2021,苗栗縣,其他果菜類,254.59,254.59,12997.129,3308.939
2021,彰化縣,其他果菜類,641.6,641.6,19242.731,12346.136
2021,南投縣,其他果菜類,1330.75,1330.75,11883.373,15813.798
2021,雲林縣,其他果菜類,1022.28,1022.28,19478.464,19912.444
2021,嘉義縣,其他果菜類,1627.01,1626.91,15297.555,24887.745
2021,屏東縣,其他果菜類,1410.56,1409.73,13593.801,19163.589
2021,台東縣,其他果菜類,336.56,336.56,15943.662,5365.999
2021,花蓮縣,其他果菜類,757.31,753.81,14728.544,11102.524
2021,澎湖縣,其他果菜類,38.08,38.08,7993.487,304.392
2021,基隆市,其他果菜類,7.96,7.96,10092.462,80.336
2021,新竹市,其他果菜類,5.52,5.52,11496.92,63.463
2021,嘉義市,其他果菜類,15.81,15.81,15952.625,252.211
2021,金門縣,其他果菜類,1.6,1.6,11381.25,18.21
2021,連江縣,其他果菜類,-,-,-,-
2020,新北市,蘿蔔,84.36,82.62,31741.757,2622.504
2020,台北市,蘿蔔,37.9,37.9,13357.81,506.261
2020,桃園市,蘿蔔,18.58,18.58,19317.008,358.91
2020,台中市,蘿蔔,105.99,105.99,25618.775,2715.334
2020,台南市,蘿蔔,96.72,96.72,46678.846,4514.778
2020,高雄市,蘿蔔,393.25,393.25,29234.118,11496.317
2020,宜蘭縣,蘿蔔,22.29,22.29,32996.097,735.483
2020,新竹縣,蘿蔔,74.55,74.55,16509.148,1230.757
2020,苗栗縣,蘿蔔,58.07,58.07,22053.866,1280.668
2020,彰化縣,蘿蔔,429.14,429.14,41283.546,17716.421
2020,南投縣,蘿蔔,113.7,113.7,19851.627,2257.13
2020,雲林縣,蘿蔔,463.51,463.51,47753.311,22134.137
2020,嘉義縣,蘿蔔,245.49,245.49,33370.606,8192.15
2020,屏東縣,蘿蔔,21.83,21.83,19649.611,428.951
2020,台東縣,蘿蔔,190.64,190.64,13032.884,2484.589
2020,花蓮縣,蘿蔔,16.34,16.04,18674.065,299.532
2020,澎湖縣,蘿蔔,4.52,4.52,10176.327,45.997
2020,基隆市,蘿蔔,1.17,1.17,9586.325,11.216
2020,新竹市,蘿蔔,3.31,3.31,14368.58,47.56
2020,嘉義市,蘿蔔,0.15,0.15,38000,5.7
2020,金門縣,蘿蔔,0.91,0.91,24637.363,22.42
2020,連江縣,蘿蔔,-,-,-,-
2020,新北市,胡蘿蔔,6.13,6.13,19376.998,118.781
2020,台北市,胡蘿蔔,12.99,12.99,9303.002,120.846
2020,桃園市,胡蘿蔔,1.4,1.4,16405.714,22.968
2020,台中市,胡蘿蔔,0.05,0.05,32460,1.623
2020,台南市,胡蘿蔔,672.73,672.73,45365.139,30518.49
2020,高雄市,胡蘿蔔,3.45,3.45,34248.116,118.156
2020,宜蘭縣,胡蘿蔔,0.74,0.74,17493.243,12.945
2020,新竹縣,胡蘿蔔,3.7,3.7,12951.351,47.92
2020,苗栗縣,胡蘿蔔,2.94,2.94,18979.592,55.8
2020,彰化縣,胡蘿蔔,473.11,473.11,41091.607,19440.85
2020,南投縣,胡蘿蔔,-,-,-,-
